ao prever a distribuição gratuita de uniforme para alunos da rede pública um projeto em discussão no congresso institui uma controvérsia em escolas prefeituras e secretarias de educação	controvérsia	polêmica	disputa	questão	debate	problema	assunto	dúvida	discussão
a matéria ainda precisa passar pela câmara dos deputados e pela presidência da república antes de entrar em vigor	matéria	proposta	projeto	assunto	questão	tema	documento	texto	lei	projeto de lei	proposição
o acessório polêmico entrou no projeto de autoria do senador cícero lucena psdbpb graças a uma emenda aprovada na comissão de educação do senado em outubro	polêmico	controverso	discutido	polemizado	debatedor	combativo	conflituoso	discordante	oportuno	temperamental	impopular
toda a operação teria sido armada para vingar a morte de um companheiro em um atentado a bomba	armada	organizada	planejada	preparada	concebida	projetada	elaborada	desenhada	idealizada	arquitetada	engendrada
blitze barreiras e operações em profusão foram insuficientes para conter um crescimento de 1112 em relação a março de 2006	profusão	abundância	excesso	quantidade	grande quantidade	enormidade	multidão	vastidão	plenitude	plenura	plenitude
o subcomandantegeral da bm coronel paulo roberto mendes reconheceu que o incremento nos roubos pode estar ligado a deficiências nas manobras adotadas	incremento	aumento	aumentar	acréscimo	crescimento	melhoria	aceleração	elevação	expansão	progressão	avanço
diferentemente de outros pleitos as legendas este ano são obrigadas a driblar novas regras eleitorais desgaste da imagem da classe política e projetos nacionais envolvendo líderes gaúchos	desgaste	desmoralização	perda de prestígio	declínio	degradação	deturpação	corrupção	erosão	destruição	decadência	decomposição
para os analistas políticos a indecisão eleitoral de 2006 é fruto de uma confluência de fatores	fruto	consequencia	resultado	efeito	produto	origem	motivo	causa	decorrencia	proveniencia	finalidade
os partidos estão mais cautelosos	cautelosos	Cuidadosos	prudentes	precavidos	circunspectos	reservados	retraídos	contidos	moderados	comedidos	temperados
o relatório produzido pela comissão criada para revisar processos administrativos da assembléia legislativa destaca temas que devem provocar polêmica no parlamento	revisar	analisar	examinar	estudar	verificar	revisitar	avaliar	discutir	examinar	reler	reler
um deles se refere ao fato de cada deputado ter três carros cadastrados para fins de indenização por uso de carro particular	cadastrados	registrados	matriculados	listados	anotados	lançados	inseridos	gravados	arquivados	inscritos	transcrito
antunes vai apresentar o conteúdo do relatório hoje à mesa diretora e posteriormente implementar novas medidas de contenção e controle	contenção	restrição	repressão	retenção	prisão	constrangimento	detenção	controle	redução	limitação	inibição
viagens de carro ficam mais agradáveis quando os ocupantes podem fazer algo mais do que apreciar a paisagem	ocupantes	passageiros	viajantes	motoristas	motoristas	condutores	tripulantes	usuários	candidatos	participantes	pessoas	
uma arena suspensa com estacionamento subterrâneo e capacidade entre 45 e 50 mil espectadores	espectadores	público	ouvintes	plateia	ouvinte	assistência	platéia	audiência	assistentes	frequentadores	expectadores
apesar das boas intenções a organização das nações unidas para a educação a ciência e a cultura unesco tratou de se desvincular da escolha	desvincular	separar	afastar	desligar	divorciar	desunir	desentrelaçar	dissociar	desenredar	desembaraçar	desatar
plácido domingo lembrou o maravilhoso senso de humor do parceiro italiano capaz de proporcionar momentos tão divertidos nos concertos dos três tenores que nós nos esquecíamos de que estávamos cantando para um público que pagará	proporcionar	oferecer	dar	ceder	conceder	aportar	fornecer	prestar	dispor	entregar	outorgar
o regente indiano zubin mehta um dos principais colaboradores do tenor destacou que luciano tinha uma aura especial emanava sensações positivas	emanava	exalava	desprendia	transmitia	expelia	difundia	irradiava	despedia	emitia	despediu	despejava
ele ressalta que o próximo trânsito ocorrerá somente em 9 de maio de 2016	ressalta	destaca	enfatiza	realça	ressalta	sublinha	frisa	ilustra	mostra	aponta	evidencia
para evitar um novo desgaste político a administração federal não pretende influir ao menos por enquanto para que os senadores do pmdb contrários à cpmf sejam substituídos na ccj	desgaste	erosão	desbaste	perda	diminuição	redução	decadência	declínio	derrocada	queda	colapso
começamos a encaminhar em novembro de 2005 e só na metade do ano passado acertamos tudo e eles começaram a confeccionar o produto afirma a coordenadora	confeccionar	fazer	criar	produzir	fabricar	elaborar	construir	desenvolver	realizar	montar	preparar
é difícil parar com a depredação	depredação	destruição	pilhagem	dano	rampage	saque	assalto	ataque	invasão	devastação	desolação
as bolsas podem cair o que não vai cair é a economia venezuelana que está pujante como nunca disse	pujante	florescente	próspero	vibrante	em alta	em expansão	em crescimento	risonho	animado	otimista	florido
a principal celebração na comunidade judaica da capital ocorrerá amanhã no clube campestre macabi	celebração	festa	comemoração	evento	aniversário	confraternização	reunião	encontro	assembleia	congresso	convocação
os donos argumentam que seus mascotes são limpos e saudáveis	argumentam	afirmam	dizem	alegam	asseguram	declaram	sustentam	defendem	expõem	exemplificam	comprovam
o próprio ban kimoon que está no timor leste prometeu voltar a bali hoje para acompanhar de perto o diálogo e se necessário intervir para um acerto	intervir	intervir	mediar	negociar	participar	influenciar	ajudar	auxiliar	acalmar	apaziguar	conciliar
o anúncio foi feito pelo pontífice durante uma audiência geral na qual o papa informou que vai realizar uma nova assembléia de cardeais chamada de consistório	pontífice	papa	bispo	sumo sacerdote	patriarca	sumo pontífice	chefe religioso	dignitário eclesiástico	religioso importante	chefe da igreja católica	chefe espiritual
a musculação do dólar e a expectativa de maior preço dos grãos representam âncoras para enfrentar águas turbulentas	turbulentas	agitadas	tempestuosas	revoltosas	convulsas	agressivas	violento	confusas	desordenadas	caóticas	inquietantes
depois de perder um quarto da receita nas vendas ao exterior dos últimos dois anos os moveleiros também espreitam chances de recuperar rentabilidade com um dólar entre r 210 e r 215 segundo maristela cusin longhi presidente da associação das indústrias de móveis do estado do rio grande do sul	espreitam	esperam	procuram	encontram	buscam	avistam	vigiam	monitoram	acompanham	analisam	verificam
depois de perder um quarto da receita nas vendas ao exterior dos últimos dois anos os moveleiros também espreitam chances de recuperar rentabilidade com um dólar entre r 210 e r 215 segundo maristela cusin longhi presidente da associação das indústrias de móveis do estado do rio grande do sul	rentabilidade	lucratividade	rendimento	lucro	ganho	proveito	retorno	vantagem	benefício	renda	desempenho
nas contas de antônio salton presidente da união brasileira de vitivinicultura uvibra a dose de importados no consumo nacional pode reduzir de 70 para 60 caso o dólar se mantenha acima de r 210	reduzir	diminuir	caber	baixar	decrescer	encolher	enquadrar	minorar	restringir	decrementar	abrandar
a expectativa está em torno do nome do deputado joão henrique blasi pmdb que foi o postulante mais votado pelo conselho da ordem dos advogados do brasil	postulante	candidato	concorrente	aspirante	concursado	concurso	inscrito	disputante	
o nosso é brasileiro colorido é um menino alegre com pontos de melancolia	melancolia	tristeza	desânimo	tristonhas	tristezas	cisma	mal-estar	pessimismo	desalinho	desespero	prostração
