ao prever a distribuição gratuita de uniforme para alunos da rede pública um projeto em discussão no congresso institui uma controvérsia em escolas prefeituras e secretarias de educação	controvérsia	controversal	disputa	conflitos	discussão	discord	polêmica	abertura	diferença	inconformidade	tensa	agitação
a matéria ainda precisa passar pela câmara dos deputados e pela presidência da república antes de entrar em vigor	matéria	proposta	projeto	recurso	texto	discussão	assunto	tema	ação	iniciativa	documentação
o acessório polêmico entrou no projeto de autoria do senador cícero lucena psdbpb graças a uma emenda aprovada na comissão de educação do senado em outubro	polêmico	controverso	controversial	polêmico	disputado	controverso	questionável	problemático	sensacionalista	controverso	disputa
toda a operação teria sido armada para vingar a morte de um companheiro em um atentado a bomba	armada	organizada	planejada	preparada	preparada	motivada	configurada	estruturada	concebida	elaborada	constituída
blitze barreiras e operações em profusão foram insuficientes para conter um crescimento de 1112 em relação a março de 2006	profusão	abundância	multidão	massa	excesso	quantidade	elevação	crescimento	aumento	surto	agitação
o subcomandantegeral da bm coronel paulo roberto mendes reconheceu que o incremento nos roubos pode estar ligado a deficiências nas manobras adotadas	incremento	aumentação	aumento	expansão	crescimento	progresso	fortalecimento	elevação	supressão	aprimoramento	regulamentação
diferentemente de outros pleitos as legendas este ano são obrigadas a driblar novas regras eleitorais desgaste da imagem da classe política e projetos nacionais envolvendo líderes gaúchos	desgaste	desgastar	deterioração	deterioramento	fadiga	abrandar	fraqueza	perda	corrosão	sofrimento
para os analistas políticos a indecisão eleitoral de 2006 é fruto de uma confluência de fatores	fruto	causa	resultado	consequência	efeito	geração	origen	fonte	base	motivo	determinante
os partidos estão mais cautelosos	cautelosos	cautelosos	preocupados	medrosos	atenciosos	prudentes	respeitosos	conscientes	tranquilos	prudentes	previsores
o relatório produzido pela comissão criada para revisar processos administrativos da assembléia legislativa destaca temas que devem provocar polêmica no parlamento	revisar	analisar	examinar	verificar	revisar	avaliar	auditar	contestar	reconsiderar	complementar
um deles se refere ao fato de cada deputado ter três carros cadastrados para fins de indenização por uso de carro particular	cadastrados	registrados	incluídos	inscritos	adicionados	declarados	enumerados	enquadrados	categorizados	atribuídos	designnados
antunes vai apresentar o conteúdo do relatório hoje à mesa diretora e posteriormente implementar novas medidas de contenção e controle	contenção	controle	regulamentação	limitação	restrição	prevenção	intervenção	medidas	ações	observações	manutenção
